time_s,scheduled_time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,valid
9.101297,9.102033,-2632.408691,2.695417,1.123286,0.000000320,0.000277996,3.140534639,1
9.152861,9.152033,-2633.267334,2.696213,1.123048,0.000000381,0.000277996,3.140754223,1
9.201926,9.202033,-2633.696777,2.696559,1.122928,0.000000390,0.000277996,3.140785933,1
9.253012,9.252033,-2634.556152,2.697047,1.122689,0.000000490,0.000277996,3.141145229,1
9.302084,9.302033,-2634.985840,2.697076,1.122589,0.000005623,0.000505567,3.141527891,1
9.352943,9.352033,-2635.845215,2.696720,1.122329,0.000000465,0.000070333,-3.141074419,1
9.402007,9.402033,-2636.274902,2.696391,1.122211,0.000000549,-0.000018954,-3.140825987,1
9.453097,9.452033,-2637.135010,2.695515,1.121974,0.000000830,-0.000202775,-3.140467405,1
9.502168,9.502033,-2637.564941,2.694970,1.120399,-0.000055394,-0.000856876,-3.140339375,1
9.552248,9.552033,-2638.425049,2.693866,1.122139,-0.000002663,-0.000278473,-3.140293360,1
9.602313,9.602033,-2638.855225,2.693328,1.122260,-0.000001065,-0.000277400,-3.140341759,1
9.651927,9.652033,-2639.715820,2.692237,1.122499,-0.000001065,-0.000277400,-3.140328646,1
9.702961,9.702033,-2640.146240,2.691776,1.122618,-0.000001065,-0.000277400,-3.140521288,1
9.752055,9.752033,-2641.006592,2.691184,1.122857,-0.000001065,-0.000277400,-3.141079664,1
9.802106,9.802033,-2641.436768,2.691095,1.122976,-0.000001065,-0.000277400,-3.141384840,1
9.853191,9.852033,-2642.297852,2.691235,1.123215,-0.000001065,-0.000277400,3.141327381,1
9.902914,9.902033,-2642.728271,2.691474,1.123334,-0.000001065,-0.000277400,3.141035318,1
9.953034,9.952033,-2643.589111,2.692440,1.123573,-0.000001065,-0.000277400,3.140375137,1
10.002123,10.002033,-2644.019287,2.692952,1.123692,-0.000001065,-0.000277400,3.140402794,1
10.053162,10.052033,-2644.879883,2.693728,1.123931,-0.000001065,-0.000277400,3.140802383,1
10.102376,10.102033,-2645.310303,2.693914,1.124050,-0.000001065,-0.000277400,3.141161442,1
10.151984,10.152033,-2646.170654,2.693944,1.124289,-0.000001065,-0.000277400,-3.141588449,1
10.202011,10.202033,-2646.600586,2.693881,1.124408,-0.000001065,-0.000277400,-3.141445160,1
10.253110,10.252033,-2647.460449,2.693372,1.124758,0.000112214,0.001522899,-3.140893221,1
